timestamp,road_segment_id,speed_kph,travel_time_min,utm_easting,utm_northing,synthetic
2026-01-01T00:00:00,synthetic_segment_000,44.202585714271414,0.9306017951301739,365043.6270000003,3511712.9158999994,True
2026-01-01T01:00:00,synthetic_segment_000,47.52672495827443,0.865513153940449,365043.6270000003,3511712.9158999994,True
2026-01-01T02:00:00,synthetic_segment_000,48.16678707725919,0.8540118224849854,365043.6270000003,3511712.9158999994,True
2026-01-01T03:00:00,synthetic_segment_000,43.46485977248965,0.9463968325311857,365043.6270000003,3511712.9158999994,True
2026-01-01T04:00:00,synthetic_segment_000,44.80889661724312,0.918009786459839,365043.6270000003,3511712.9158999994,True
2026-01-01T05:00:00,synthetic_segment_000,47.006815029510236,0.8750859974085112,365043.6270000003,3511712.9158999994,True
2026-01-01T06:00:00,synthetic_segment_000,45.293456752702,0.9081887001844353,365043.6270000003,3511712.9158999994,True
2026-01-01T07:00:00,synthetic_segment_000,45.02115876341135,0.9136816275934403,365043.6270000003,3511712.9158999994,True
2026-01-01T08:00:00,synthetic_segment_000,44.04959978980227,0.9338338103271336,365043.6270000003,3511712.9158999994,True
2026-01-01T09:00:00,synthetic_segment_000,48.83087573478666,0.8423974584955511,365043.6270000003,3511712.9158999994,True
2026-01-01T10:00:00,synthetic_segment_000,50.45256324189493,0.8153204311518224,365043.6270000003,3511712.9158999994,True
2026-01-01T11:00:00,synthetic_segment_000,50.22855370222072,0.818956601039414,365043.6270000003,3511712.9158999994,True
2026-01-01T12:00:00,synthetic_segment_000,52.381799330694456,0.7852919552343871,365043.6270000003,3511712.9158999994,True
2026-01-01T13:00:00,synthetic_segment_000,51.03397707694223,0.8060317453424899,365043.6270000003,3511712.9158999994,True
2026-01-01T14:00:00,synthetic_segment_000,47.95999850467764,0.8576940554133748,365043.6270000003,3511712.9158999994,True
2026-01-01T15:00:00,synthetic_segment_000,48.53157988385345,0.8475925513560718,365043.6270000003,3511712.9158999994,True
2026-01-01T16:00:00,synthetic_segment_000,43.928013665184466,0.9364185216437017,365043.6270000003,3511712.9158999994,True
2026-01-01T17:00:00,synthetic_segment_000,45.16057359937101,0.9108610085428428,365043.6270000003,3511712.9158999994,True
2026-01-01T18:00:00,synthetic_segment_000,43.05099803381018,0.955494819952627,365043.6270000003,3511712.9158999994,True
2026-01-01T19:00:00,synthetic_segment_000,43.86332144573378,0.9377996070358512,365043.6270000003,3511712.9158999994,True
2026-01-01T20:00:00,synthetic_segment_000,44.44529382630985,0.9255199386429991,365043.6270000003,3511712.9158999994,True
2026-01-01T21:00:00,synthetic_segment_000,48.690204791378456,0.8448312302514717,365043.6270000003,3511712.9158999994,True
2026-01-01T22:00:00,synthetic_segment_000,46.59293087679508,0.8828593703166899,365043.6270000003,3511712.9158999994,True
2026-01-01T23:00:00,synthetic_segment_000,46.174273256306655,0.890864169897422,365043.6270000003,3511712.9158999994,True
2026-01-02T00:00:00,synthetic_segment_000,46.38361353992291,0.8868434879419428,365043.6270000003,3511712.9158999994,True
2026-01-02T01:00:00,synthetic_segment_000,48.10398467219442,0.8551267820204853,365043.6270000003,3511712.9158999994,True
2026-01-02T02:00:00,synthetic_segment_000,48.09971178712366,0.8552027462690169,365043.6270000003,3511712.9158999994,True
2026-01-02T03:00:00,synthetic_segment_000,48.51990307683306,0.847796533104313,365043.6270000003,3511712.9158999994,True
2026-01-02T04:00:00,synthetic_segment_000,48.7378764315263,0.8440048813552329,365043.6270000003,3511712.9158999994,True
2026-01-02T05:00:00,synthetic_segment_000,51.40373235841792,0.800233829875975,365043.6270000003,3511712.9158999994,True
2026-01-02T06:00:00,synthetic_segment_000,45.983714928062824,0.8945559461528542,365043.6270000003,3511712.9158999994,True
2026-01-02T07:00:00,synthetic_segment_000,44.97631502662799,0.9145926159300202,365043.6270000003,3511712.9158999994,True
2026-01-02T08:00:00,synthetic_segment_000,44.913472606413876,0.9158723035195028,365043.6270000003,3511712.9158999994,True
2026-01-02T09:00:00,synthetic_segment_000,49.136898603725335,0.8371510368783774,365043.6270000003,3511712.9158999994,True
2026-01-02T10:00:00,synthetic_segment_000,51.804918593930516,0.7940366809092091,365043.6270000003,3511712.9158999994,True
2026-01-02T11:00:00,synthetic_segment_000,50.62113418305422,0.8126053728141593,365043.6270000003,3511712.9158999994,True
2026-01-02T12:00:00,synthetic_segment_000,49.61515860014631,0.8290814093049187,365043.6270000003,3511712.9158999994,True
2026-01-02T13:00:00,synthetic_segment_000,49.417115906741756,0.8324040134742969,365043.6270000003,3511712.9158999994,True
2026-01-02T14:00:00,synthetic_segment_000,51.21333622619795,0.8032088640625199,365043.6270000003,3511712.9158999994,True
2026-01-02T15:00:00,synthetic_segment_000,49.76406097803749,0.8266006593242176,365043.6270000003,3511712.9158999994,True
2026-01-02T16:00:00,synthetic_segment_000,47.09893286006625,0.8733744719293519,365043.6270000003,3511712.9158999994,True
